 1417964129.2357	28	1	2044
 1417964129.2357	63	1	23
 1417964129.369	30	1	1
 1417964131.3315	49	2	1
 1417964189.369	1	3	538427368
 1417964189.369	30	1	2
 1417964189.5179	28	1	2044
 1417964249.5179	1	3	538427402
 1417964249.5179	28	1	992
 1417964249.7546	30	1	2
 1417964260.7666	49	2	0
 1417964309.7546	1	3	538427432
 1417964309.7546	30	1	1
 1417964309.8509	28	1	992
 1417964323.4731	49	2	1
 1417964354.1567	49	2	0
 1417964369.2369	49	2	1
 1417964369.8509	1	3	538427490
 1417964369.8509	28	1	2211
 1417964398.752	58	2	1
 1417964400.1318	49	2	0
 1417964429.9479	1	3	538427541
 1417964429.9479	28	1	1822
 1417964490.0833	1	3	538427584
 1417964490.164	28	1	1822
 1417964550.164	1	3	538427619
 1417964550.164	28	1	922
 1417964580.9078	49	2	1
 1417964598.7411	58	2	0
 1417964610.2821	1	3	538427645
 1417964610.2821	28	1	891
 1417964663.6933	49	2	0
 1417964670.3417	1	3	538427684
 1417964670.3417	28	1	2173
 1417964670.4782	30	1	1
 1417964688.8799	49	2	1
 1417964730.4782	1	3	538427720
 1417964730.4782	30	1	2
 1417964730.5802	28	1	2173
 1417964730.5802	66	1	403.5
 1417964745.5023	39	1	220
 1417964758.079	35	1	289
 1417964790.5802	1	3	538427754
 1417964790.5802	28	1	948
 1417964790.5802	30	1	1
 1417964790.5802	66	1	254.5
 1417964838.7325	58	2	1
 1417964844.8772	49	2	0
 1417964850.7314	1	3	538427787
 1417964850.7314	28	1	902
 1417964852.6358	49	2	1
 1417964853.4848	41	2	1
 1417964862.4737	41	2	0
 1417964910.8794	1	3	538427838
 1417964910.8794	28	1	1945
 1417964941.4466	49	2	0
 1417964959.6211	49	2	1
 1417964970.9904	1	3	538427900
 1417964971.0617	28	1	1945
 1417964990.046	49	2	0
 1417964990.3357	49	2	1
 1417965019.8246	47	1	24.23
 1417965031.0617	1	3	538427933
 1417965031.0617	28	1	1306
 1417965031.1913	30	1	1
 1417965036.1911	49	2	0
 1417965043.8692	49	2	1
 1417965091.1913	1	3	538427968
 1417965091.1913	28	1	2015
 1417965091.1913	30	1	2
 1417965104.1643	49	2	0
 1417965104.4502	49	2	1
 1417965119.9166	58	2	0
 1417965149.1539	49	2	0
 1417965151.2934	1	3	538428002
 1417965151.2934	28	1	937
 1417965151.2934	30	1	1
 1417965168.5339	49	2	1
 1417965211.3974	1	3	538428031
 1417965211.3974	28	1	2231
 1417965271.5233	1	3	538428057
 1417965271.5997	28	1	2231
 1417965271.5997	30	1	1
 1417965331.5997	1	3	538428083
 1417965331.5997	28	1	2017
 1417965331.5997	30	1	2
 1417965391.7626	1	3	538428110
 1417965391.7626	30	1	1
 1417965391.872	28	1	2017
 1417965426.754	49	2	0
 1417965451.872	1	3	538428148
 1417965451.872	28	1	312
 1417965451.872	30	1	2
 1417965452.0479	26	1	39
 1417965452.0479	66	1	254.5
 1417965457.0018	49	2	1
 1417965478.0681	35	1	215
 1417965512.0479	1	3	538428192
 1417965512.0479	26	1	38
 1417965512.0479	28	1	188
 1417965512.0479	30	1	1
 1417965512.0479	66	1	217.5
 1417965556.8536	1	3	538428212
 1417965556.8536	24	1	0
 1417965556.8536	25	1	0
 1417965556.8536	26	1	38
 1417965556.8536	27	1	0
 1417965556.8536	28	1	188
 1417965556.8536	29	1	4
 1417965556.8536	30	1	1
 1417965556.8536	31	1	0
 1417965556.8536	32	1	0
 1417965556.8536	75	1	0
 1417965556.8536	63	1	23
 1417965556.8536	64	1	4.43
 1417965556.8536	65	1	5
 1417965556.8536	66	1	217.5
 1417965556.8536	67	1	90
 1417965556.8536	56	1	23
 1417965561.5017	23	2	1
 1417965582.8114	49	2	0
 1417965590.021	49	2	1
 1417965614.2742	1	3	538428254
 1417965614.2742	24	1	0
 1417965614.2742	25	1	0
 1417965614.2742	26	1	38
 1417965614.2742	27	1	0
 1417965614.2742	28	1	188
 1417965614.2742	29	1	4
 1417965614.2742	30	1	1
 1417965614.2742	31	1	0
 1417965614.2742	32	1	1470
 1417965614.2742	75	1	0
 1417965614.2742	63	1	23
 1417965614.2742	64	1	4.43
 1417965614.2742	65	1	5
 1417965614.2742	66	1	217.5
 1417965614.2742	67	1	90
 1417965614.2742	56	1	23
 1417965638.6723	58	2	1
 1417965674.4905	1	3	538428295
 1417965674.4905	28	1	208
 1417965674.4905	32	1	1480
 1417965674.4905	64	1	4.52
 1417965674.6746	26	1	38
 1417965734.6746	1	3	538428337
 1417965734.6746	26	1	39
 1417965734.6746	32	1	1470
 1417965734.7716	28	1	208
 1417965794.1188	49	2	0
 1417965794.7716	1	3	538428379
 1417965794.7716	28	1	182
 1417965794.7716	32	1	1490
 1417965794.8395	30	1	1
 1417965838.6055	58	2	0
 1417965854.8395	1	3	538428417
 1417965854.8395	28	1	107
 1417965854.8395	30	1	2
 1417965854.8395	32	1	1500
 1417965914.9877	1	3	538428454
 1417965914.9877	28	1	180
 1417965914.9877	30	1	1
 1417965915.0665	32	1	1500
 1417965975.0665	1	3	538428492
 1417965975.0665	28	1	174
 1417965975.0665	30	1	2
 1417965975.0665	32	1	1470
 1417965975.1825	65	1	5
 1417966018.1693	45	1	6
 1417966035.1825	1	3	538428545
 1417966035.1825	28	1	6
 1417966035.1825	30	1	1
 1417966035.1825	32	1	1450
 1417966035.1825	65	1	5.5
 1417966068.532	58	2	1
 1417966077.8016	49	2	1
 1417966095.3292	1	3	538428606
 1417966095.3292	28	1	5
 1417966095.3292	30	1	2
 1417966095.3292	32	1	1480
 1417966139.7914	49	2	0
 1417966155.4835	1	3	538428666
 1417966155.4835	30	1	1
 1417966155.5472	32	1	1480
 1417966155.5472	65	1	5.5
 1417966155.5472	66	1	217.5
 1417966162.2026	49	2	1
 1417966171.6964	46	1	6
 1417966198.2968	35	1	217
 1417966215.5472	1	3	538428705
 1417966215.5472	32	1	1500
 1417966215.5472	65	1	6
 1417966215.5472	66	1	218.5
 1417966262.7816	1	3	538428737
 1417966262.7816	24	1	0
 1417966262.7816	25	1	0
 1417966262.7816	26	1	39
 1417966262.7816	27	1	0
 1417966262.7816	28	1	7
 1417966262.7816	29	1	4
 1417966262.7816	30	1	1
 1417966262.7816	31	1	0
 1417966262.7816	32	1	1490
 1417966262.7816	75	1	0
 1417966262.7816	63	1	23
 1417966262.7816	64	1	4.43
 1417966262.7816	65	1	6
 1417966262.7816	66	1	218.5
 1417966262.7816	67	1	90
 1417966262.7816	56	1	23
 1417966267.5626	23	2	0
 1417966318.4868	58	2	0
 1417966323.0504	1	3	538428758
 1417966323.0504	28	1	5
 1417966323.0504	32	1	0
 1417966323.0504	64	1	4.5
 1417966383.1426	1	3	538428776
 1417966383.2509	28	1	5
 1417966383.2509	65	1	6
 1417966383.2509	66	1	218.5
 1417966414.7212	45	1	7
 1417966425.4833	39	1	174
 1417966443.2509	1	3	538428794
 1417966443.2509	28	1	6
 1417966443.2509	65	1	6.5
 1417966443.2509	66	1	195.5
 1417966503.3958	1	3	538428812
 1417966503.3958	28	1	21
 1417966563.5511	1	3	538428830
 1417966563.5511	28	1	20
 1417966563.6823	30	1	1
 1417966581.0713	49	2	0
 1417966601.2604	49	2	1
 1417966623.6823	1	3	538428851
 1417966623.6823	28	1	0
 1417966623.6823	30	1	2
 1417966683.7828	1	3	538428870
 1417966683.7828	30	1	1
 1417966718.4424	58	2	1
 1417966743.8579	1	3	538428888
 1417966743.8579	30	1	2
 1417966789.481	49	2	0
 1417966793.369	49	2	1
 1417966803.9405	1	3	538428927
 1417966803.9936	28	1	0
 1417966803.9936	30	1	2
 1417966815.4209	47	1	22.65
 1417966844.6616	49	2	0
 1417966857.4413	49	2	1
 1417966863.9936	1	3	538428967
 1417966863.9936	28	1	113
 1417966863.9936	30	1	1
 1417966864.0817	66	1	195.5
 1417966887.7555	49	2	0
 1417966918.0418	35	1	212
 1417966922.4331	49	2	1
 1417966924.0817	1	3	538428990
 1417966924.0817	28	1	2045
 1417966924.0817	66	1	193
 1417966978.4044	58	2	0
 1417966984.2106	1	3	538429018
 1417966984.2106	28	1	2041
 1417966984.2748	29	1	4
 1417967028.0072	49	2	0
 1417967035.1764	49	2	1
 1417967044.2748	1	3	538429045
 1417967044.2748	29	1	114
 1417967044.3853	28	1	2041
 1417967094.1763	49	2	0
 1417967095.4177	49	2	1
 1417967104.3853	1	3	538429075
 1417967104.3853	28	1	1904
 1417967104.5399	30	1	1
 1417967164.5399	1	3	538429109
 1417967164.5399	30	1	2
 1417967166.3374	49	2	0
 1417967166.6216	49	2	1
 1417967178.965	72	1	20.25
 1417967214.5619	49	2	0
 1417967224.6376	1	3	538429141
 1417967224.6376	30	1	1
 1417967224.6868	28	1	1904
 1417967278.4003	49	2	1
 1417967284.6868	1	3	538429172
 1417967284.6868	28	1	2034
 1417967284.8075	29	1	114
 1417967298.5267	58	2	1
 1417967308.7753	49	2	0
 1417967344.8075	1	3	538429206
 1417967344.8075	29	1	108
 1417967344.9099	26	1	39
 1417967368.97	49	2	1
 1417967404.9099	1	3	538429279
 1417967404.9099	26	1	38
 1417967465.0247	1	3	538429338
 1417967465.1032	28	1	2034
 1417967465.1032	30	1	1
 1417967525.1032	1	3	538429370
 1417967525.1032	28	1	2014
 1417967525.1032	30	1	2
 1417967535.0632	49	2	0
 1417967537.5844	49	2	1
 1417967548.4964	58	2	0
 1417967585.2088	1	3	538429400
 1417967585.2088	30	1	1
 1417967585.3011	66	1	193
 1417967638.0282	35	1	80
 1417967645.3011	1	3	538429429
 1417967645.3011	66	1	127
 1417967645.3646	28	1	2014
 1417967645.3646	30	1	1
 1417967688.5932	72	1	21.25
 1417967705.3646	1	3	538429459
 1417967705.3646	28	1	23
 1417967705.3646	30	1	2
 1417967765.5653	1	3	538429496
 1417967765.5653	28	1	2005
 1417967765.6937	29	1	108
 1417967768.4823	58	2	1
 1417967825.6937	1	3	538429526
 1417967825.6937	29	1	109
 1417967838.9509	49	2	0
 1417967855.1383	49	2	1
 1417967885.7916	1	3	538429555
 1417967885.8838	30	1	2
 1417967945.8838	1	3	538429622
 1417967945.8838	30	1	1
 1417967945.947	28	1	2005
 1417968002.4114	14	2	1
 1417968005.947	1	3	538429692
 1417968005.947	28	1	2012
 1417968006.057	29	1	109
 1417968066.057	1	3	538429723
 1417968066.057	29	1	108
 1417968066.1771	28	1	2012
 1417968066.1771	66	1	127
 1417968105.4639	39	1	7
 1417968126.1771	1	3	538429757
 1417968126.1771	28	1	926
 1417968126.1771	66	1	43.5
 1417968186.3015	1	3	538429791
 1417968186.4095	28	1	926
 1417968246.4095	1	3	538429821
 1417968246.4095	28	1	1918
 1417968246.5817	30	1	1
 1417968306.5817	1	3	538429848
 1417968306.5817	28	1	2017
 1417968306.5817	30	1	2
 1417968306.6971	66	1	43.5
 1417968307.0459	48	2	1
 1417968312.9681	5	2	1
 1417968315.0105	5	2	0
 1417968320.5616	33	2	1
 1417968323.9051	48	2	0
 1417968324.2623	49	2	0
 1417968344.5174	49	2	1
 1417968350.2393	33	2	0
 1417968358.3383	35	1	33
 1417968360.6053	58	2	0
 1417968366.6971	1	3	538429889
 1417968366.6971	28	1	990
 1417968366.6971	66	1	20
 1417968366.793	30	1	2
 1417968388.7816	49	2	0
 1417968419.3575	49	2	1
 1417968426.793	1	3	538429927
 1417968426.793	30	1	1
 1417968426.8673	28	1	990
 1417968426.8673	65	1	6.5
 1417968435.8925	45	1	6
 1417968476.9614	49	2	0
 1417968486.8673	1	3	538429973
 1417968486.8673	28	1	2133
 1417968486.8673	30	1	2
 1417968486.8673	65	1	6
 1417968546.9793	1	3	538430039
 1417968546.9793	30	1	1
 1417968547.0816	28	1	2133
 1417968551.9851	70	1	23
 1417968577.343	47	1	24.23
 1417968607.0816	1	3	538430104
 1417968607.0816	28	1	886
 1417968667.1471	1	3	538430144
 1417968667.2286	28	1	886
 1417968727.2286	1	3	538430183
 1417968727.2286	28	1	1429
 1417968787.3395	1	3	538430217
 1417968787.4491	28	1	1429
 1417968847.4491	1	3	538430243
 1417968847.4491	28	1	907
 1417968907.6087	1	3	538430278
 1417968907.6754	28	1	907
 1417968907.6754	30	1	1
 1417968967.6754	1	3	538430314
 1417968967.6754	28	1	2135
 1417968967.6754	30	1	2
 1417969018.4113	58	2	1
 1417969027.7949	1	3	538430342
 1417969027.7949	28	1	2007
 1417969027.8817	30	1	2
 1417969027.8817	66	1	20
 1417969078.0539	35	1	6
 1417969087.8817	1	3	538430371
 1417969087.8817	30	1	1
 1417969087.8817	66	1	6.5
 1417969088.0096	28	1	2007
 1417969148.0096	1	3	538430429
 1417969148.0096	28	1	909
 1417969148.1139	30	1	1
 1417969208.1139	1	3	538430481
 1417969208.1139	30	1	2
 1417969208.1985	28	1	909
 1417969268.1985	1	3	538430509
 1417969268.1985	28	1	2148
 1417969268.1985	30	1	1
 1417969328.3765	1	3	538430534
 1417969328.3765	28	1	2016
 1417969328.4707	29	1	108
 1417969328.4707	30	1	1
 1417969348.2344	58	2	0
 1417969388.4707	1	3	538430563
 1417969388.4707	28	1	922
 1417969388.4707	29	1	107
 1417969388.4707	30	1	2
 1417969448.6721	1	3	538430595
 1417969448.7784	28	1	922
 1417969448.7784	30	1	2
 1417969508.7784	1	3	538430626
 1417969508.7784	28	1	2139
 1417969508.7784	30	1	1
 1417969568.8893	1	3	538430653
 1417969568.8893	30	1	2
 1417969568.9964	28	1	2139
 1417969599.072	47	1	25.8
 1417969628.9964	1	3	538430682
 1417969628.9964	28	1	870
 1417969628.9964	30	1	1
 1417969688.6866	58	2	1
 1417969689.0923	1	3	538430715
 1417969689.0923	28	1	883
 1417969689.0923	30	1	2
 1417969697.8764	49	2	1
 1417969728.2411	49	2	0
 1417969749.1783	1	3	538430768
 1417969749.1783	28	1	2267
 1417969749.1783	30	1	1
 1417969749.2972	66	1	6.5
 1417969758.8631	49	2	1
 1417969785.4224	39	1	0
 1417969798.2512	35	1	3
 1417969809.2972	1	3	538430841
 1417969809.2972	30	1	2
 1417969809.2972	66	1	1.5
 1417969809.3683	28	1	2267
 1417969869.3683	1	3	538430908
 1417969869.3683	28	1	907
 1417969869.3683	30	1	1
 1417969904.6359	49	2	0
 1417969929.4577	1	3	538430938
 1417969929.4577	28	1	872
 1417969967.9726	58	2	0
 1417969989.5977	1	3	538430971
 1417969989.5977	28	1	2218
 1417969989.6743	30	1	1
 1417969996.262	72	1	22.25
 1417970049.6743	1	3	538430997
 1417970049.6743	30	1	2
 1417970049.7947	28	1	2218
 1417970109.7947	1	3	538431028
 1417970109.7947	28	1	795
 1417970109.7947	30	1	1
 1417970169.8854	1	3	538431061
 1417970169.9571	28	1	795
 1417970169.9571	30	1	1
 1417970197.9332	58	2	1
 1417970229.9571	1	3	538431097
 1417970229.9571	28	1	2121
 1417970229.9571	30	1	2
 1417970290.0813	1	3	538431124
 1417970290.2109	26	1	38
 1417970290.2109	28	1	2121
 1417970290.2109	30	1	2
 1417970350.2109	1	3	538431155
 1417970350.2109	26	1	39
 1417970350.2109	28	1	908
 1417970350.2109	30	1	1
 1417970410.3313	1	3	538431194
 1417970410.4331	28	1	908
 1417970447.9473	58	2	0
 1417970470.4331	1	3	538431236
 1417970470.4331	28	1	1979
 1417970470.6013	66	1	1.5
 1417970518.2416	35	1	12
 1417970530.6013	1	3	538431294
 1417970530.6013	28	1	1562
 1417970530.6013	66	1	6
 1417970590.7068	1	3	538431370
 1417970590.7068	28	1	1970
 1417970650.8045	1	3	538431414
 1417970650.8045	28	1	882
 1417970662.4177	49	2	1
 1417970708.809	49	2	0
 1417970710.8802	1	3	538431449
 1417970710.8802	28	1	878
 1417970770.9657	1	3	538431476
 1417970770.9657	28	1	2113
 1417970831.0458	1	3	538431513
 1417970831.0458	28	1	907
 1417970891.144	1	3	538431553
 1417970891.257	28	1	907
 1417970951.257	1	3	538431590
 1417970951.257	28	1	2284
 1417970951.3828	26	1	39
 1417970987.5911	49	2	1
 1417971011.3828	1	3	538431632
 1417971011.3828	26	1	38
 1417971011.4392	28	1	2284
 1417971011.4392	30	1	1
 1417971042.1451	49	2	0
 1417971071.4392	1	3	538431677
 1417971071.4392	28	1	879
 1417971071.4392	30	1	2
 1417971131.5837	1	3	538431727
 1417971131.5837	28	1	149
 1417971131.5837	30	1	1
 1417971191.696	1	3	538431792
 1417971191.696	28	1	2095
 1417971191.696	30	1	2
 1417971218.5001	1	3	538431808
 1417971218.5001	24	1	0
 1417971218.5001	25	1	0
 1417971218.5001	26	1	38
 1417971218.5001	27	1	0
 1417971218.5001	28	1	2095
 1417971218.5001	29	1	107
 1417971218.5001	30	1	2
 1417971218.5001	31	1	0
 1417971218.5001	32	1	0
 1417971218.5001	75	1	0
 1417971218.5001	63	1	23
 1417971218.5001	64	1	4.43
 1417971218.5001	65	1	6
 1417971218.5001	66	1	6
 1417971218.5001	67	1	90
 1417971218.5001	56	1	23
 1417971237.985	35	1	9
 1417971275.1591	76	2	1
 1417971277.5991	76	2	0
 1417971278.7482	1	3	538431835
 1417971278.7482	64	1	4.5
 1417971278.7482	66	1	4.5
 1417971278.8829	28	1	2095
 1417971278.8829	30	1	2
 1417971279.7678	49	2	1
 1417971316.9144	49	2	0
 1417971338.8829	1	3	538431870
 1417971338.8829	28	1	870
 1417971338.8829	30	1	1
 1417971349.7733	1	3	538431876
 1417971349.7733	24	1	0
 1417971349.7733	25	1	0
 1417971349.7733	26	1	38
 1417971349.7733	27	1	0
 1417971349.7733	28	1	870
 1417971349.7733	29	1	107
 1417971349.7733	30	1	1
 1417971349.7733	31	1	0
 1417971349.7733	32	1	0
 1417971349.7733	75	1	0
 1417971349.7733	63	1	23
 1417971349.7733	64	1	4.43
 1417971349.7733	65	1	6
 1417971349.7733	66	1	4.5
 1417971349.7733	67	1	90
 1417971349.7733	56	1	23
 1417971378.2263	49	2	1
 1417971409.9748	1	3	538431914
 1417971409.9748	28	1	2236
 1417971409.9748	64	1	4.5
 1417971410.0652	30	1	1
 1417971417.2107	52	2	1
 1417971420.5956	52	2	0
 1417971421.3402	49	2	0
 1417971453.146	76	2	1
 1417971455.6849	76	2	0
 1417971470.0652	1	3	538431964
 1417971470.0652	30	1	2
 1417971470.1633	28	1	2236
 1417971530.1633	1	3	538432016
 1417971530.1633	28	1	930
 1417971530.1633	30	1	1
 1417971590.2549	1	3	538432053
 1417971590.2549	28	1	865
 1417971590.2549	30	1	2
 1417971650.3961	1	3	538432099
 1417971650.3961	28	1	2140
 1417971650.3961	30	1	1
 1417971682.9686	1	3	538432123
 1417971682.9686	24	1	0
 1417971682.9686	25	1	0
 1417971682.9686	26	1	38
 1417971682.9686	27	1	0
 1417971682.9686	28	1	2140
 1417971682.9686	29	1	107
 1417971682.9686	30	1	2
 1417971682.9686	31	1	0
 1417971682.9686	32	1	0
 1417971682.9686	75	1	0
 1417971682.9686	63	1	23
 1417971682.9686	64	1	4.43
 1417971682.9686	65	1	6
 1417971682.9686	66	1	4.5
 1417971682.9686	67	1	90
 1417971682.9686	56	1	23
 1417971743.2155	1	3	538432157
 1417971743.2155	26	1	39
 1417971743.2155	28	1	289
 1417971743.2155	30	1	1
 1417971743.2155	64	1	4.5
 1417971803.3351	1	3	538432192
 1417971803.3351	28	1	862
 1417971863.4274	1	3	538432223
 1417971863.4274	28	1	2101
 1417971863.521	26	1	39
 1417971923.521	1	3	538432251
 1417971923.521	26	1	38
 1417971923.6655	28	1	2101
 1417971923.6655	30	1	1
 1417971923.6655	66	1	4.5
 1417971936.5864	49	2	1
 1417971957.9734	35	1	0
 1417971975.3693	49	2	0
 1417971982.8407	49	2	1
 1417971983.6655	1	3	538432282
 1417971983.6655	28	1	970
 1417971983.6655	30	1	2
 1417971983.6655	66	1	0
 1417972009.1645	58	2	1
 1417972022.542	49	2	0
 1417972028.6812	49	2	1
 1417972043.8061	1	3	538432320
 1417972043.8061	28	1	876
 1417972043.931	30	1	2
 1417972067.5559	49	2	0
 1417972103.931	1	3	538432355
 1417972103.931	28	1	2285
 1417972103.931	30	1	1
 1417972113.4551	77	1	26
 1417972146.8344	70	1	24
 1417972164.0443	1	3	538432384
 1417972164.1205	28	1	2285
 1417972219.124	58	2	0
 1417972224.1205	1	3	538432413
 1417972224.1205	28	1	881
 1417972224.2082	29	1	107
 1417972226.7535	49	2	1
 1417972256.9219	49	2	0
 1417972263.4083	68	1	79
 1417972284.2082	1	3	538432449
 1417972284.2082	29	1	106
 1417972284.2998	28	1	881
 1417972305.5897	55	1	16
 1417972327.988	41	2	1
 1417972336.6556	41	2	0
 1417972344.2998	1	3	538432495
 1417972344.2998	28	1	2073
 1417972382.0746	49	2	1
 1417972404.4023	1	3	538432535
 1417972404.4023	28	1	2051
 1417972420.6324	49	2	0
 1417972425.295	49	2	1
 1417972464.5224	1	3	538432572
 1417972464.5224	28	1	901
 1417972468.8103	41	2	1
 1417972471.0032	49	2	0
 1417972475.2857	41	2	0
 1417972524.6742	1	3	538432611
 1417972524.7811	28	1	901
 1417972584.7811	1	3	538432649
 1417972584.7811	28	1	2116
 1417972591.2819	68	1	78
 1417972644.8691	1	3	538432676
 1417972644.9796	28	1	2116
 1417972644.9796	66	1	0
 1417972677.958	35	1	8
 1417972704.9796	1	3	538432712
 1417972704.9796	28	1	897
 1417972704.9796	66	1	4
 1417972765.1243	1	3	538432747
 1417972765.1243	28	1	2161
 1417972765.2065	30	1	1
 1417972818.9049	41	2	1
 1417972823.7252	72	1	21.25
 1417972825.2065	1	3	538432783
 1417972825.2065	30	1	2
 1417972847.9005	49	2	1
 1417972848.912	41	2	0
 1417972868.6996	77	1	24
 1417972885.3225	1	3	538432842
 1417972885.3225	30	1	1
 1417972885.3751	28	1	2161
 1417972885.3751	63	1	23
 1417972917.6513	68	1	77
 1417972942.9697	50	1	25
 1417972943.2655	51	1	12
 1417972945.3751	1	3	538432886
 1417972945.3751	28	1	872
 1417972945.3751	63	1	23.33
 1417972945.4947	30	1	1
 1417973005.4947	1	3	538432917
 1417973005.4947	28	1	863
 1417973005.4947	30	1	2
 1417973005.6614	63	1	23.33
 1417973058.1734	53	1	23
 1417973065.6614	1	3	538432949
 1417973065.6614	28	1	2201
 1417973065.6614	30	1	1
 1417973065.6614	63	1	23.67
 1417973125.7762	1	3	538432979
 1417973125.7762	30	1	2
 1417973185.8847	1	3	538433005
 1417973185.8847	30	1	1
 1417973185.9562	28	1	2201
 1417973245.9562	1	3	538433044
 1417973245.9562	28	1	960
 1417973246.4212	68	1	76
 1417973290.7696	49	2	0
 1417973306.0487	1	3	538433111
 1417973306.0487	28	1	2217
 1417973306.138	29	1	106
 1417973366.138	1	3	538433150
 1417973366.138	28	1	185
 1417973366.138	29	1	105
 1417973422.7801	49	2	1
 1417973426.2208	1	3	538433175
 1417973426.2208	28	1	189
 1417973484.0917	1	3	538433202
 1417973484.0917	24	1	0
 1417973484.0917	25	1	0
 1417973484.0917	26	1	38
 1417973484.0917	27	1	0
 1417973484.0917	28	1	189
 1417973484.0917	29	1	105
 1417973484.0917	30	1	2
 1417973484.0917	31	1	0
 1417973484.0917	32	1	0
 1417973484.0917	75	1	0
 1417973484.0917	63	1	23.75
 1417973484.0917	64	1	4.43
 1417973484.0917	65	1	6
 1417973484.0917	66	1	4
 1417973484.0917	67	1	90
 1417973484.0917	56	1	23
 1417973544.3313	1	3	538433225
 1417973544.3313	28	1	187
 1417973544.3313	30	1	1
 1417973544.3313	64	1	4.48
 1417973544.4119	29	1	105
 1417973602.2179	49	2	0
 1417973604.4119	1	3	538433247
 1417973604.4119	29	1	106
 1417973604.5417	30	1	1
 1417973664.5417	1	3	538433268
 1417973664.5417	30	1	2
 1417973664.7122	28	1	187
 1417973724.7122	1	3	538433289
 1417973724.7122	28	1	233
 1417973724.794	30	1	2
